deployment,year,year_range,project_na,subproject,camera_tra,project_tr,camera_bra,camera_mod,cam_num,sd_num,Cam_SD,round,media_type,phase,protocol,HEXID,northing,easting,latitude,longitude,deployme_1,deployme_2,last_pic_d,last_use_d,collection,collecti_1,cam_nights,total_imag,forest_or_,forest_eco,habitat,setting,bushnell_b,bushnell_1,battery_pe,battery__1,device_wor,lithium_or,tem_logger,snowstake_,cam_orient,cam_orie_1,tree_speci,cam_lost,FLAG,FLAG_comme,deployme_3,distance,ORIG_FID,Shape_Leng,Shape_Area,Buffer,Buffer_cam
C0162,2021,2021-2022,,2021 Porcupine quest,"Erika, Cole, Olivia",0,Browning,Strike Force HD Pro,28,6,C028_SD006,0,camera,,,,4930693.40000000000,498791.90000000000,44.42956600000,-75.01520400000,19-Feb-2021,10:15,,,,,,0,Glenmeal,,Mixed,Rural,0,0,79,0,,rechargable,,,0,,catscratch,,TRUE,VIDEO,Camera 1 in set of 3 deployed at Glenmeal to get video of porcupines. No snowstick; snow was too deep. Camera height is c. 50 cm above snow. Left of tree stand.,0.69100000000,162,4341.68104726000,1500050.80183000000,EM2,EM2_C0162
C0163,2021,2021-2022,North Country Wild,Forest Ecology Fall 2021,Forest Ecology class,0,Browning,Strike Force HD Pro,31,22,C031_SD022,0,camera,,,,4917223.82000000000,494697.42000000000,44.40828400000,-75.06659700000,25-Aug-2021,13:55,,,20-Nov-2021,16:14,,699,Lampson Falls,,Deciduous,Rural,0,0,74,34,TRUE,rechargable,,,0,,sugar maple,,TRUE,BEAR,bear on 8/28 knocked camera; camera pointing at ground thereafter. Still a lot of good images,0.69100000000,163,4341.68104726000,1500050.80183000000,EM2,EM2_C0163
C0164,2021,2021-2022,,2021 Porcupine quest,"Erika, Cole, Olivia",0,Browning,Strike Force HD Pro,32,8,C032_SD008,0,camera,,,,4930686.30000000000,498786.36000000000,44.52950200000,-75.01527400000,19-Feb-2021,10:25,,,,,,0,Glenmeal,,Mixed,Rural,0,0,72,0,,rechargable,,,0,,white ash,,TRUE,VIDEO,Camera 3 in set of 3 deployed at Glenmeal to get video of porcupines. No snowstick; snow was too deep. Camera height is c. 50 cm above snow.,0.69100000000,164,4341.68104726000,1500050.80183000000,EM2,EM2_C0164
C0165,2021,2021-2022,North Country Wild,Forest Ecology Fall 2021,"Erika, Gus",7,Browning,Strike Force HD Pro,32,9,C032_SD009,2,camera,,,,4893525.80000000000,510584.26000000000,44.19487260000,-74.86755000000,20-Oct-2021,12:45,,,20-Nov-2021,12:51,,57,Peavine,3,Deciduous,Wild,0,0,75,48,TRUE,rechargable,,,0,,yellow birch,,,,No pictures between 20-Oct and 20-Nov. Camera working at collection. Had to reset date/time when replaced batteries from round 1 at deployment of round 2.,0.69100000000,165,4341.68104726000,1500050.80183000000,EM2,EM2_C0165
C0166,2021,2021-2022,North Country Wild,Forest Ecology Fall 2021,"Erika, Gus",7,Browning,Strike Force HD Pro,32,0A,C032_SD00A,1,camera,,,,4893525.80000000000,510584.26000000000,44.19487260000,-74.86755000000,4-Jul-2021,16:50,,,20-Oct-2021,12:40,,0,Peavine,3,Deciduous,Wild,0,0,67,37,TRUE,rechargable,,,0,,yellow birch,,,,"SD card had no number so I penciled the letter ""A"" and left the field blank on the GPS",0.69100000000,166,4341.68104726000,1500050.80183000000,EM2,EM2_C0166
C0167,2021,2021-2022,North Country Wild,Forest Ecology Fall 2021,"Erika, Gus",15,Browning,Strike Force HD Pro X,34,25,C034_SD025,1,camera,,,,4937008.48000000000,488918.66000000000,44.58633400000,-75.13959800000,7-Jul-2021,18:30,,,22-Sep-2021,13:37,,0,Kip Tract,3,Deciduous,Rural,0,0,100,49,TRUE,rechargable,,,0,,black ash,,,,Images begin on sept 2 for some reason: N = 494 images,0.69100000000,167,4341.68104726000,1500050.80183000000,EM2,EM2_C0167
C0168,2021,2021-2022,North Country Wild,Forest Ecology Fall 2021,Forest Ecology class,0,Browning,Strike Force HD Pro X,34,70,C034_SD070,2,camera,,,,0.00000000000,0.00000000000,44.58636200000,-75.13969900000,22-Sep-2021,13:45,,,4-Dec-2021,12:55,,967,Kip Tract,3,Deciduous,Rural,0,0,95,34,TRUE,rechargable,,,0,,black ash,,TRUE,date/time errors,Kip plot #3; quite a few images after 6 Nov 2021 have incorrect dates (that start on Jan 6 2021). Lots of photos of students in the field should not be used for zooniverse.Looks like date and time may have reset twice but since I am in the last pictures,0.69100000000,168,4341.68104726000,1500050.80183000000,EM2,EM2_C0168
C0169,2021,2021-2022,North Country Wild,Forest Ecology Fall 2021,Forest Ecology Class,6,Browning,Strike Force HD Pro X,35,14,C035_SD014,2,camera,,,,4893319.65000000000,510620.33000000000,44.19301610000,-74.86710300000,20-Oct-2021,13:50,,,20-Nov-2021,13:06,,0,Peavine,2,Deciduous,Wild,0,0,100,70,TRUE,rechargable,,,0,,red maple,,,,Peavine plot #2,0.69100000000,169,4341.68104726000,1500050.80183000000,EM2,EM2_C0169
C0170,2021,2021-2022,North Country Wild,Forest Ecology Fall 2021,"Erika, Gus",6,Browning,Strike Force HD Pro X,35,19,C035_SD019,1,camera,,,,4893319.65000000000,510620.33000000000,44.19301610000,-74.86710300000,4-Jul-2021,16:29,,,20-Oct-2021,13:43,,177,Peavine,2,Deciduous,Wild,0,0,97,53,TRUE,rechargable,,,0,,red maple,,,,Peavine plot #2,0.69100000000,170,4341.68104726000,1500050.80183000000,EM2,EM2_C0170
C0171,2021,2021-2022,,2021 Porcupine quest,"Erika, Cole, Olivia",0,Browning,Strike Force HD Pro,35,65,C035_SD064,0,camera,,,,4930657.61000000000,498768.95000000000,44.52924400000,-75.01549300000,19-Feb-2021,11:14,,,,,,0,Glenmeal,,Mixed,Rural,0,0,0,0,,rechargable,,,0,,,,TRUE,VIDEO,1 data sheet for set of 3 cameras. GPS coordinates are centered among the 3 cameras all set in a cluster of rock dens. Saw 2 porkies in dens as we did setup.,0.69100000000,171,4341.68104726000,1500050.80183000000,EM2,EM2_C0171
C0172,2021,2021-2022,North Country Wild,AIM vs. Snapshot,"Maggie, Pete",0,Browning,Strike Force HD Pro X,36,36,C036_SD036,0,camera,phase_1,AIM,109123,0.00000000000,0.00000000000,44.40408920000,-75.12586400000,3-Dec-2021,13:10,,,9-Apr-2022,14:55,,449,Whippoorwill,,Deciduous,Rural,0,0,90,100,TRUE,lithium,3,5.3,0,,sugar maple,,,,Changed date. Changed to RPF 3-shot. Changed to fast motion.,0.69100000000,172,4341.68104726000,1500050.80183000000,EM2,EM2_C0172
C0173,2021,2021-2022,North Country Wild,AIM vs. Snapshot,Maggie,0,Browning,Strike Force HD Pro X,36,62,C036_SD062,0,camera,prebait,AIM,109123,0.00000000000,0.00000000000,44.40408920000,-75.12586400000,4-Oct-2021,16:30,,,3-Dec-2021,13:10,,786,Whippoorwill,,Deciduous,Rural,0,0,91,44,TRUE,rechargable,,5.3,0,,sugar maple,,,,Changed date. Changed to RPF 3-shot. Changed to fast motion.,0.69100000000,173,4341.68104726000,1500050.80183000000,EM2,EM2_C0173
C0174,2021,2021-2022,North Country Wild,Forest Ecology Fall 2021,"Erika, Gus",5,Browning,Strike Force HD Pro X,37,7,C037_SD007,2,camera,,,,4893239.35000000000,510428.28000000000,44.19229590000,-74.86950700000,20-Oct-2021,14:43,,,20-Nov-2021,13:20,,300,Peavine,1,Deciduous,Wild,0,0,0,65,TRUE,rechargable,,,0,,American beech,,,,,0.69100000000,174,4341.68104726000,1500050.80183000000,EM2,EM2_C0174
C0175,2021,2021-2022,North Country Wild,Forest Ecology Fall 2021,"Erika, Gus",5,Browning,Strike Force HD Pro X,37,36,C037_SD036,1,camera,,,,4893239.35000000000,510428.28000000000,44.19229590000,-74.86950700000,4-Jul-2021,16:03,,,20-Oct-2021,14:40,,1638,Peavine,1,Deciduous,Wild,0,0,95,41,TRUE,rechargable,,,0,,American beech,,,,second deployment at that location is on back of piece of paper in lab,0.69100000000,175,4341.68104726000,1500050.80183000000,EM2,EM2_C0175
C0176,2021,2021-2022,,2021 Porcupine quest,"Erika, Cole, Olivia",0,Browning,Strike Force HD Pro,37,78,C037_SD078,0,camera,,,,4930655.39000000000,498818.10000000000,44.52922400000,-75.01487500000,19-Feb-2021,10:54,,,,,,0,Glenmeal,,Mixed,Rural,0,0,100,0,,rechargable,,,0,,hemlock,,TRUE,VIDEO,Camera 3 in set of 3 at Glenmeal attempting to get porcupine/fisher stalking,0.69100000000,176,4341.68104726000,1500050.80183000000,EM2,EM2_C0176
C0177,2021,2021-2022,North Country Wild,Forest Ecology Fall 2021,"Erika, Gus",9,Browning,Strike Force HD Pro X,38,17,C038_SD017,1,camera,,,,4911891.28000000000,492488.79000000000,44.36025620000,-75.09425800000,5-Jul-2021,13:25,,,27-Oct-2021,14:14,,0,Degrasse,3,Evergreen,Rural,0,0,100,50,TRUE,rechargable,,,0,,red pine,,,,N = 135,0.69100000000,177,4341.68104726000,1500050.80183000000,EM2,EM2_C0177
C0178,2021,2021-2022,North Country Wild,Forest Ecology Fall 2021,"Erika, Gus",0,Browning,Strike Force HD Pro X,38,95,C038_SD095,0,camera,,,,4911891.28000000000,492488.79000000000,44.36025620000,-75.09425800000,27-Oct-2021,14:15,,,20-Nov-2021,14:18,,0,Degrasse,3,Evergreen,Rural,0,0,100,79,TRUE,rechargable,,,0,,red pine,,,,N = 57 images,0.69100000000,178,4341.68104726000,1500050.80183000000,EM2,EM2_C0178
C0179,2021,2021-2022,North Country Wild,Forest Ecology Fall 2021,"Erika, River, Jane, Maggie",0,Browning,Strike Force Pro XD,39,12,C039_SD012,1,camera,,,,0.00000000000,0.00000000000,44.42517600000,-75.10398200000,24-Sep-2021,13:07,,,25-Nov-2021,12:48,,0,Black ash stand,,Deciduous,Rural,0,0,100,55,TRUE,rechargable,,,0,,black ash,,,,N = 177 images!,0.69100000000,179,4341.68104726000,1500050.80183000000,EM2,EM2_C0179
C0180,2021,2021-2022,North Country Wild,Forest Ecology Fall 2021,"Erika, River, Jane, Maggie",0,Browning,Strike Force Pro XD,40,58,C040_SD058,1,camera,,,,0.00000000000,0.00000000000,44.42508100000,-75.10280400000,24-Sep-2021,13:32,,,25-Nov-2021,13:00,,0,Black ash stand,,Deciduous,Rural,0,0,100,60,TRUE,rechargable,,,0,,black ash,,,,653 images!,0.69100000000,180,4341.68104726000,1500050.80183000000,EM2,EM2_C0180
C0181,2021,2021-2022,North Country Wild,AIM vs. Snapshot,"Maggie, Pete",0,Browning,Strike Force Pro XD,41,3,C041_SD003,0,camera,phase_1,AIM,110512,0.00000000000,0.00000000000,44.43163330000,-75.09245900000,7-Nov-2021,15:04,,,3-Apr-2022,16:09,,1036,Donnerville,,Deciduous,Rural,0,0,100,100,TRUE,lithium,2,5.2,0,,American beech,,,,Snow stake distance because of elevation. Changed time to ET. Fixed to fast motion. No pics after 2/02/22. Card came back as empty at first but still found some photos.,0.69100000000,181,4341.68104726000,1500050.80183000000,EM2,EM2_C0181
C0182,2021,2021-2022,North Country Wild,AIM vs. Snapshot,"Maggie, Pete",0,Browning,Strike Force Pro XD,41,66,C041_SD066,0,camera,prebait,AIM,110512,0.00000000000,0.00000000000,44.43163330000,-75.09245900000,30-Sep-2021,14:41,,,7-Nov-2021,15:04,,349,Donnerville,,Deciduous,Rural,0,0,100,83,TRUE,rechargable,,5.2,0,,American beech,,,,Slight angle of camera per protocol. Collected with night on longe range.,0.69100000000,182,4341.68104726000,1500050.80183000000,EM2,EM2_C0182
C0183,2021,2021-2022,,2021 Porcupine quest,"Erika, Cole, Olivia",0,Browning,Strike Force Pro XD,42,58,C042_SD058,0,camera,,,,4930662.33000000000,498818.96000000000,44.42928600000,-75.01486400000,19-Feb-2021,10:48,,,,,,0,Glenmeal,,Mixed,Rural,0,0,100,0,,rechargable,,,0,,hemlock,,TRUE,VIDEO,Camera 2 in set of 3 at Glenmeal attempting to get porcupine/fisher stalking,0.69100000000,183,4341.68104726000,1500050.80183000000,EM2,EM2_C0183
C0184,2021,2021-2022,North Country Wild,Forest Ecology Fall 2021,Forest Ecology Class,0,Browning,Strike Force Pro XD,42,79,C042_SD079,0,camera,,,,4917568.24000000000,494308.28000000000,44.41138172000,-75.07148773000,25-Aug-2021,15:05,,,20-Nov-2021,,,0,Lampson Falls,,Deciduous,Rural,0,0,100,0,,rechargable,,,0,,sugar maple,TRUE,TRUE,CAMERA NOT RECOVERED,this camera was stolen or otherwise lost and not recovered. No pictures,0.69100000000,184,4341.68104726000,1500050.80183000000,EM2,EM2_C0184
C0185,2021,2021-2022,North Country Wild,Forest Ecology Fall 2021,"Erika, Gus",0,Browning,Strike Force Pro XD,43,61,C043_SD061,2,camera,,,,0.00000000000,0.00000000000,44.44093080000,-75.07257500000,29-Sep-2021,11:20,,,25-Nov-2021,12:10,,0,Donnerville,1,Deciduous,Rural,0,0,100,38,TRUE,rechargable,,,0,,sugar maple,,,,N = 336 images. Mostly wind.,0.69100000000,185,4341.68104726000,1500050.80183000000,EM2,EM2_C0185
C0186,2021,2021-2022,North Country Wild,Forest Ecology Fall 2021,"Erika, Gus",0,Browning,Strike Force Pro XD,43,93,C043_SD093,1,camera,,,,4920841.41000000000,494231.50000000000,44.44084891000,-75.07248855000,5-Jul-2021,15:26,,,29-Sep-2021,11:15,,0,Donnerville,1,Deciduous,Wild,0,0,100,36,TRUE,rechargable,,,0,,sugar maple,,,,N = 186 images. Found actual plot center!,0.69100000000,186,4341.68104726000,1500050.80183000000,EM2,EM2_C0186
C0187,2021,2021-2022,,2021 Porcupine quest,"Erika, Cole, Olivia",0,Browning,Strike Force Pro XD,45,60,C045_SD060,0,camera,,,,4930657.61000000000,498768.95000000000,44.52924400000,-75.01549300000,19-Feb-2021,11:14,,,,,,0,Glenmeal,,Mixed,Rural,0,0,0,0,,rechargable,,,0,,,,TRUE,VIDEO,1 data sheet for set of 3 cameras. GPS coordinates are centered among the 3 cameras all set in a cluster of rock dens. Saw 2 porkies in dens as we did setup.,0.69100000000,187,4341.68104726000,1500050.80183000000,EM2,EM2_C0187
C0188,2021,2021-2022,North Country Wild,Forest Ecology Fall 2021,"Erika, Gus",8,Browning,Strike Force Pro XD,45,71,C045_SD071,1,camera,,,,4911819.39000000000,492410.75000000000,44.35960820000,-75.09523700000,5-Jul-2021,13:00,,,27-Oct-2021,13:35,,0,Degrasse,1,Evergreen,Rural,0,0,100,34,TRUE,rechargable,,,0,,white pine,,,,deer scat at base of tree; N= 105 images,0.69100000000,188,4341.68104726000,1500050.80183000000,EM2,EM2_C0188
C0189,2021,2021-2022,North Country Wild,Forest Ecology Fall 2021,"Erika, Gus",0,Browning,Strike Force Pro XD,45,77,C045_SD077,0,camera,,,,4911819.39000000000,492410.75000000000,44.35960820000,-75.09523700000,27-Oct-2021,13:37,,,20-Nov-2021,14:13,,0,Degrasse,1,Evergreen,Rural,0,0,100,57,TRUE,rechargable,,,0,,white pine,,,,,0.69100000000,189,4341.68104726000,1500050.80183000000,EM2,EM2_C0189
C0190,2021,2021-2022,North Country Wild,AIM vs. Snapshot,Maggie,0,Browning,Strike Force Pro XD,46,17,C046_SD017,0,camera,phase_1,snapshot,111438,0.00000000000,0.00000000000,44.43842640000,-75.08802300000,8-Nov-2021,15:09,,,3-Apr-2022,15:44,,189,Donnerville,,Mixed,Rural,0,0,100,100,TRUE,lithium,,3,0,,red maple,,,,?Motion detect? Changed to ET. Snow scale seemed low. Switched to north. Changed night exposure to fast motion.,0.69100000000,190,4341.68104726000,1500050.80183000000,EM2,EM2_C0190
C0191,2021,2021-2022,North Country Wild,AIM vs. Snapshot,"Maggie, Pete",0,Browning,Strike Force Pro XD,46,72,C046_SD072,0,camera,prebait,snapshot,111438,0.00000000000,0.00000000000,44.43842640000,-75.08802300000,30-Sep-2021,14:02,,,8-Nov-2021,15:09,,474,Donnerville,,Mixed,Rural,0,0,91,50,TRUE,rechargable,,3,0,,red maple,,,,Had to go back to fix height and check camera settings.,0.69100000000,191,4341.68104726000,1500050.80183000000,EM2,EM2_C0191
C0192,2021,2021-2022,North Country Wild,AIM vs. Snapshot,"Erika, River, Jane, Maggie",0,Browning,Strike Force Pro XD,47,74,C047_SD074,0,camera,prebait,AIM,110974,0.00000000000,0.00000000000,44.43456720000,-75.10272600000,24-Sep-2021,14:30,,,29-Oct-2021,15:52,,59,Donnerville,,Deciduous,Rural,0,0,100,47,TRUE,rechargable,,4,0,,red maple,,,,camera height 1.5 m,0.69100000000,192,4341.68104726000,1500050.80183000000,EM2,EM2_C0192
C0193,2021,2021-2022,North Country Wild,AIM vs. Snapshot,"Erika, Maggie",0,Browning,Strike Force Pro XD,47,86,C047_SD086,0,camera,phase_1,AIM,110974,0.00000000000,0.00000000000,44.43456720000,-75.10272600000,29-Oct-2021,16:00,,,26-Mar-2022,17:33,,230,Donnerville,,Deciduous,Rural,0,0,100,200,TRUE,lithium,1,4,0,,red maple,,,,looks like something chewed through zip tie,0.69100000000,193,4341.68104726000,1500050.80183000000,EM2,EM2_C0193
C0194,2021,2021-2022,North Country Wild,Forest Ecology Fall 2021,"Erika, Gus",4,Browning,Strike Force Pro XD,48,7,C048_SD007,1,camera,,,,4936928.45000000000,489307.60000000000,44.58561940000,-75.13469700000,7-Jul-2021,17:53,,,15-Sep-2021,14:20,,0,Kip Tract,1,Deciduous,Rural,0,0,59,36,TRUE,rechargable,,,0,,red maple,,,,,0.69100000000,194,4341.68104726000,1500050.80183000000,EM2,EM2_C0194
C0195,2021,2021-2022,North Country Wild,Forest Ecology Fall 2021,Forest Ecology class,0,Browning,Strike Force Pro XD,48,24,C048_SD024,2,camera,,,,4936928.45000000000,489307.60000000000,44.58561940000,-75.13469700000,15-Sep-2021,14:21,,,4-Dec-2021,13:15,,375,Kip Tract,1,Deciduous,Rural,0,0,94,35,TRUE,rechargable,,,0,,red maple,,,,"lots of images from class - don't upload them all to zooniverse. Also, time looks incorrect based on when students are in photos.",0.69100000000,195,4341.68104726000,1500050.80183000000,EM2,EM2_C0195
C0196,2021,2021-2022,North Country Wild,AIM vs. Snapshot,Maggie,0,Browning,Strike Force Pro XD,49,41,C049_SD041,0,camera,prebait,AIM,109123,0.00000000000,0.00000000000,44.39964790000,-75.12164200000,10-Oct-2021,16:28,,,3-Dec-2021,14:00,,96,Whippoorwill,,Deciduous,Rural,0,0,91,37,TRUE,rechargable,,5,0,,black cherry,,,,"on a seasonal road, not too far passed lake. Slight angle of camera per protocol.",0.69100000000,196,4341.68104726000,1500050.80183000000,EM2,EM2_C0196
C0197,2021,2021-2022,North Country Wild,AIM vs. Snapshot,"Maggie, Pete",0,Browning,Strike Force Pro XD,49,60,C049_SD060,0,camera,phase_1,AIM,109123,0.00000000000,0.00000000000,44.39964790000,-75.12164200000,3-Dec-2021,14:13,,,9-Apr-2022,15:19,,240,Whippoorwill,,Deciduous,Rural,0,0,100,100,TRUE,lithium,4,5,0,,black cherry,,,,Changed to RPF 3 shot. Night mode from long to fast motion. Motion detect long,0.69100000000,197,4341.68104726000,1500050.80183000000,EM2,EM2_C0197
C0198,2021,2021-2022,North Country Wild,Forest Ecology Fall 2021,"Erika, Gus",11,Browning,Strike Force Pro XD,50,62,C050_SD062,1,camera,,,,4920610.45000000000,494267.16000000000,44.43877000000,-75.07203800000,5-Jul-2021,14:45,,,29-Sep-2021,13:45,,0,Donnerville,2,Deciduous,Rural,0,0,83,37,TRUE,rechargable,,,0,,American beech,,,,"N = 163; bear knocked camera on July 25. Still got photos, but much narrower view.",0.69100000000,198,4341.68104726000,1500050.80183000000,EM2,EM2_C0198
C0199,2021,2021-2022,North Country Wild,Forest Ecology Fall 2021,Forest Ecology class,0,Browning,Strike Force Pro XD,50,64,C050_SD064,2,camera,,,,0.00000000000,0.00000000000,44.43878760000,-75.07202200000,29-Sep-2021,13:50,,,25-Nov-2021,11:52,,0,Donnerville,2,Deciduous,Rural,0,0,100,38,TRUE,rechargable,,,0,,juneberry,,,,N = 126;,0.69100000000,199,4341.68104726000,1500050.80183000000,EM2,EM2_C0199
C0200,2021,2021-2022,,2021 Porcupine quest,"Erika, Cole, Olivia",0,Browning,Strike Force Pro XD,51,4,C051_SD004,0,camera,,,,4930653.88000000000,498812.45000000000,44.52921000000,-75.01494600000,19-Feb-2021,10:41,,,,,,0,Glenmeal,,Mixed,Rural,0,0,39,0,,rechargable,,,0,,dead,,TRUE,VIDEO,Camera 1 in set of 3 at Glenmeal attempting to get porcupine/fisher stalking,0.69100000000,200,4341.68104726000,1500050.80183000000,EM2,EM2_C0200
C0201,2021,2021-2022,North Country Wild,Forest Ecology Fall 2021,Forest Ecology Class,0,Browning,Strike Force Pro XD,51,32,C051_SD032,2,camera,,,,0.00000000000,0.00000000000,44.44034230000,-75.07367500000,29-Sep-2021,14:35,17-Nov-2021,17-Nov-2021,25-Nov-2021,12:00,49,0,Donnerville,3,Deciduous,Rural,0,0,100,43,TRUE,rechargable,,,0,,red maple,,,,"card error on pickup. Has images through 17 Nov/ These images all come from camera C051_SD83 as recorded on the paper data sheet, but they were accidentally named C051_SD032 on the computer and on zooniverse.",0.69100000000,201,4341.68104726000,1500050.80183000000,EM2,EM2_C0201
C0202,2021,2021-2022,North Country Wild,Forest Ecology Fall 2021,"Erika, Gus",12,Browning,Strike Force Pro XD,51,86,C051_SD086,1,camera,,,,4920785.27000000000,494137.53000000000,44.44034290000,-75.07366900000,5-Jul-2021,15:05,,,29-Sep-2021,14:35,,0,Donnerville,3,Deciduous,Wild,0,0,100,39,TRUE,rechargable,,,0,,sugar maple,,,,some cool bears!,0.69100000000,202,4341.68104726000,1500050.80183000000,EM2,EM2_C0202
C0203,2021,2021-2022,North Country Wild,AIM vs. Snapshot,Maggie,0,Browning,Strike Force Pro XD,52,5,C052_SD005,0,camera,phase_1,snapshot,108198,0.00000000000,0.00000000000,44.37486520000,-75.08430600000,16-Nov-2021,8:26,,,15-Apr-2022,12:17,,455,Degrasse,,Mixed,Rural,0,0,100,100,TRUE,lithium,,3,0,,red maple,,,,Changed to ET. Slight angle to contain snowstake. Angled more north. Night to fast motion.,0.69100000000,203,4341.68104726000,1500050.80183000000,EM2,EM2_C0203
C0204,2021,2021-2022,North Country Wild,Forest Ecology Fall 2021,"Erika, Gus",3,Browning,Strike Force Pro XD,52,9,C052_SD009,1,camera,,,,4915097.82000000000,442336.96000000000,44.38686920000,-75.72394300000,3-Jul-2021,19:50,,,13-Oct-2021,13:41,,282,South Hammond,1,Deciduous,Wild,0,0,100,39,TRUE,rechargable,,,0,,red oak,,,,GPS not behaving very well. South Hammond plot #3,0.69100000000,204,4341.68104726000,1500050.80183000000,EM2,EM2_C0204
C0205,2021,2021-2022,North Country Wild,AIM vs. Snapshot,Maggie,0,Browning,Strike Force Pro XD,52,63,C052_SD063,0,camera,prebait,snapshot,108198,0.00000000000,0.00000000000,44.37486520000,-75.08430600000,17-Oct-2021,13:58,,,16-Nov-2022,8:10,,327,Degrasse,,Mixed,Rural,0,0,91,48,TRUE,rechargable,,3,0,,red maple,,,,"off another road, DidnΓÇÖt go closer to dot because of small trees andbad view/ hard in winter?",0.69100000000,205,4341.68104726000,1500050.80183000000,EM2,EM2_C0205
C0206,2021,2021-2022,,2021 Porcupine quest,"Erika, Cole, Olivia",0,Browning,Strike Force Pro XD,52,68,C052_SD068,0,camera,,,,4930657.61000000000,498768.95000000000,44.52924400000,-75.01549300000,19-Feb-2021,11:14,,,,,,0,Glenmeal,,Mixed,Rural,0,0,0,0,,rechargable,,,0,,,,TRUE,VIDEO,1 data sheet for set of 3 cameras. GPS coordinates are centered among the 3 cameras all set in a cluster of rock dens. Saw 2 porkies in dens as we did setup.,0.69100000000,206,4341.68104726000,1500050.80183000000,EM2,EM2_C0206
C0207,2021,2021-2022,,2021 Porcupine quest,"Erika, Cole, Olivia",0,Browning,Strike Force Pro XD,53,59,C053_SD059,0,camera,,,,4930689.57000000000,498790.43000000000,44.52953100000,-75.01522300000,19-Feb-2021,10:15,,,,,,0,Glenmeal,,Mixed,Rural,0,0,100,0,,rechargable,,,0,,white ash,,TRUE,VIDEO,Camera 2 in set of 3 deployed at Glenmeal to get video of porcupines. No snowstick; snow was too deep. Camera height is c. 50 cm above snow.,0.69100000000,207,4341.68104726000,1500050.80183000000,EM2,EM2_C0207
C0208,2021,2021-2022,North Country Wild,Forest Ecology Fall 2021,"Erika, River, Jane, Maggie",0,Browning,Strike Force Pro XD,53,85,C053_SD085,0,camera,,,,0.00000000000,0.00000000000,44.58649600000,-75.13796300000,22-Sep-2021,17:46,,,4-Dec-2021,13:05,,249,Kip Tract,2,Deciduous,Rural,0,0,100,37,TRUE,rechargable,,,0,,silver maple,,,,Kip plot #2,0.69100000000,208,4341.68104726000,1500050.80183000000,EM2,EM2_C0208
C0209,2021,2021-2022,North Country Wild,Forest Ecology Fall 2021,Forest Ecology class,0,Browning,Strike Force Pro XD,54,26,C054_SD026,0,camera,,,,4918067.42000000000,494344.70000000000,44.41587600000,-75.07103600000,25-Aug-2021,14:40,,,20-Nov-2021,15:19,,147,Lampson Falls,,Deciduous,Rural,0,0,100,36,TRUE,rechargable,,,0,,catscratch,,TRUE,date/time errors,time is am on camera!,0.69100000000,209,4341.68104726000,1500050.80183000000,EM2,EM2_C0209
C0210,2021,2021-2022,North Country Wild,AIM vs. Snapshot,Maggie,0,Browning,Strike Force Pro XD,55,8,C055_SD008,0,camera,phase_1,snapshot,108659,0.00000000000,0.00000000000,44.39755190000,-75.15627900000,15-Nov-2021,13:50,,,9-Apr-2022,14:18,,945,Whippoorwill,,Mixed,Rural,0,0,100,100,TRUE,lithium,,3,0,,hemlock,,,,"On multi one shot? Changed to 3STD. Night to fast motion. Motion detect = long. Faced more north. ""Ground at elevation kind of""? Angle found slightly angled down at retrieval. ID tag off in field of view",0.69100000000,210,4341.68104726000,1500050.80183000000,EM2,EM2_C0210
C0211,2021,2021-2022,North Country Wild,AIM vs. Snapshot,Maggie,0,Browning,Strike Force Pro XD,55,11,C055_SD011,0,camera,prebait,snapshot,108659,0.00000000000,0.00000000000,44.39755190000,-75.15627900000,4-Oct-2021,17:25,,,15-Nov-2021,13:40,,224,Whippoorwill,,Mixed,Rural,0,0,100,42,TRUE,rechargable,,3,0,,hemlock,,,,view finder on camera dark,0.69100000000,211,4341.68104726000,1500050.80183000000,EM2,EM2_C0211
C0212,2021,2021-2022,North Country Wild,AIM vs. Snapshot,Maggie,0,Browning,Strike Force Pro XD,56,19,C056_SD019,0,camera,phase_1,snapshot,110512,0.00000000000,0.00000000000,44.42627120000,-75.10584400000,8-Nov-2021,15:42,,,26-Mar-2022,18:13,,606,Donnerville,,Deciduous,Rural,0,0,100,100,TRUE,lithium,,3,0,,yellow birch,,,,Switched time to ET and fixed to PM. Faced camera north. Put stick behind to help make parallel. Changed night exposure to fast motion? Motion detect long,0.69100000000,212,4341.68104726000,1500050.80183000000,EM2,EM2_C0212
C0213,2021,2021-2022,North Country Wild,AIM vs. Snapshot,"Erika, River, Jane, Maggie",0,Browning,Strike Force Pro XD,56,65,C056_SD065,0,camera,prebait,snapshot,110512,0.00000000000,0.00000000000,44.42627120000,-75.10584400000,24-Sep-2021,14:02,,,8-Nov-2021,15:42,,177,Donnerville,,Deciduous,Rural,0,0,100,49,TRUE,rechargable,,3,0,,yellow birch,,,,,0.69100000000,213,4341.68104726000,1500050.80183000000,EM2,EM2_C0213
